AgencyName,ChannelName,ChannelNameCode,ChannelReportedName,ChannelReportedNameCode,CodedOrg,CompletionDate,DonorCode,DonorName,FlowName,LongDescription,PurposeCode,RecipientName,SectorName,ShortDescription,USD_Disbursement,Year
Swedish International Development Authority,International Federation of Red Cross and Red Crescent Societies,10,International Federation of Red Cross and Red Crescent Societies,10,10,28-Mar-19,10,Sweden,ODA Grants,Support for SRC's long-term humanitarian work with local capacity development Building resilient communities in 2014 - 2016 focuses on strengthening the humanitarian capacity among national Red Cross and Red Crescent Societies associations in 14 countries as well as emergency response in acute crises.,72010,Yemen,VIII.1. Emergency Response,SRC/IFRC 2014 - 2016 - SRC/IFRC 2014-2016,293643.0,2015
Swedish International Development Authority,International Federation of Red Cross and Red Crescent Societies,10,International Federation of Red Cross and Red Crescent Societies,10,10,28-Dec-15,10,Sweden,ODA Grants,Support for SRC's long-term humanitarian work with local capacity development Building resilient communities in 2014 continued work to strengthen the humanitarian capacity among several national Red Cross and Red Crescent Societies Associations in 14 countries.,72010,Yemen,VIII.1. Emergency Response,SRC/IFRC 2014 - 2015 - SRC/IFRC 2014-2015,52478.9,2014
Abu Dhabi Fund for Development,International Committee of the Red Cross,10,International Red Cross and Red Crescent Societies (ICRC),10,10,01-Jan-00,576,United Arab Emirates,ODA Grants,Supporting Health Activities in Emergency Situations in Yemen,72010,Yemen,VIII.1. Emergency Response,SUPPORTING HEALTH ACTIVITIES IN EMERGENCY SITUATIONS IN YEMN,8320000.0,2017
Department for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,30-Sep-16,12,United Kingdom,ODA Grants,To improve food security and increase community resilience to shocks by providing an estimated 500000 Yemenis with food assistance safe water emergency livelihoods support shelter and protection services over two years. This will benefit chronically,72010,Yemen,VIII.1. Emergency Response,IOM CONSORTIUM HUMANITARIAN RESILENCE PROGRAMME,8815510.0,2015
Department for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,#NULL!,12,United Kingdom,ODA Grants,To improve food security and increase community resilience to shocks by providing an estimated 500000 Yemenis with food assistance safe water emergency livelihoods support shelter and protection services over two years. This will benefit chronically,72010,Yemen,VIII.1. Emergency Response,IOM CONSORTIUM HUMANITARIAN RESILENCE PROGRAMME,5233210.0,2014
European Commission,International Organisation for Migration,40,International Organisation for Migration,40,40,#NULL!,918,EU Institutions,ODA Grants,Integrated Emergency Response Programme to improve the living conditions of the most vulnerable conflict-affected populations across Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,3589220.0,2017
Department for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,30-Jun-17,12,United Kingdom,ODA Grants,To improve food security and increase community resilience to shocks by providing an estimated 500000 Yemenis with food assistance safe water emergency livelihoods support shelter and protection services over two years. This will benefit chronically,72010,Yemen,VIII.1. Emergency Response,IOM CONSORTIUM HUMANITARIAN RESILENCE PROGRAMME,3428880.0,2016
Swedish International Development Authority,International Organisation for Migration,40,International Organisation for Migration,40,40,28-Jun-16,10,Sweden,ODA Grants,Humanitarian support through IOM in differnt country programs.,72010,Yemen,VIII.1. Emergency Response,IOM HUM 2013-15 COUNTRY PROGRAMS,1455890.0,2014
European Commission,International Organisation for Migration,40,International Organisation for Migration,40,40,01-Sep-23,918,EU Institutions,ODA Grants,Humanitarian Assistance to and Protection of Vulnerable Migrants in Yemen,72050,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,1331110.0,2015
European Commission,International Organisation for Migration,40,International Organisation for Migration,40,40,15-Oct-21,918,EU Institutions,ODA Grants,Provision of emergency relief to extremely vulnerable migrants in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,1194110.0,2014
European Commission,International Organisation for Migration,40,International Organisation for Migration,40,40,15-Oct-22,918,EU Institutions,ODA Grants,Life-saving humanitarian assistance to vulnerable migrants and victims of forced displacement at points of arrival,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,1061430.0,2014
European Commission,International Organisation for Migration,40,International Organisation for Migration,40,40,01-Dec-22,918,EU Institutions,ODA Grants,Evacuation and humanitarian assistance to TCNs affected by the conflict in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,887410.0,2015
European Commission,International Organisation for Migration,40,International Organisation for Migration,40,40,01-Dec-24,918,EU Institutions,ODA Grants,Humanitarian Assistance to and Protection of Vulnerable Migrants in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,707730.0,2016
Swedish International Development Authority,International Organisation for Migration,40,International Organisation for Migration,40,40,28-Dec-17,10,Sweden,ODA Grants,Humanitarian support through IOM in differnt country programs.,72010,Yemen,VIII.1. Emergency Response,IOM HUM 2013-15 COUNTRY PROGRAMS,535048.0,2015
European Commission,International Organisation for Migration,40,International Organisation for Migration,40,40,#NULL!,918,EU Institutions,ODA Grants,Humanitarian Assistance to and Protection of Vulnerable Migrants in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,338181.0,2017
European Commission,International Organisation for Migration,40,International Organisation for Migration,40,40,15-Jul-23,918,EU Institutions,ODA Grants,Enhancing the Response to Displacement ? Improving Management and Coordination in CCCM,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,233515.0,2014
European Commission,International Organisation for Migration,40,International Organisation for Migration,40,40,15-Oct-22,918,EU Institutions,ODA Grants,Life-saving humanitarian assistance to vulnerable migrants and victims of forced displacement at points of arrival,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,221852.0,2015
European Commission,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-24,918,EU Institutions,ODA Grants,Humanitarian aid and food assistance - financial expenditure,72010,Yemen,VIII.1. Emergency Response,DISASTER PREPAREDNESS,0.0,2016
Department for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,30-Jun-17,12,United Kingdom,ODA Grants,To improve food security and increase community resilience to shocks by providing an estimated 500000 Yemenis with food assistance safe water emergency livelihoods support shelter and protection services over two years. This will benefit chronically,72010,Yemen,VIII.1. Emergency Response,IOM CONSORTIUM HUMANITARIAN RESILENCE PROGRAMME,0.0,2017
Foreign Office,International Organisation for Migration,40,International Organisation for Migration (IOM),40,40,31-Dec-18,5,Germany,ODA Grants,Humanitarian assistance for vulnerable migrants in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE - ASSISTANCE FOR VULNERABLE MIGRANTS,6538160.0,2017
Foreign Office,International Organisation for Migration,40,International Organisation for Migration (IOM),40,40,31-Dec-16,5,Germany,ODA Grants,Humanitarian assistance for vulnerable migrants in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE - ASSISTANCE FOR VULNERABLE MIGRANTS,2211660.0,2016
Foreign Office,International Organisation for Migration,40,International Organisation for Migration (IOM),40,40,08-Apr-18,5,Germany,ODA Grants,Data collection and analysis of migratory movements,72050,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE - MIGRATION MOVEMENT,1786630.0,2017
Foreign Office,International Organisation for Migration,40,International Organisation for Migration (IOM),40,40,30-Sep-15,5,Germany,ODA Grants,Implementation of humanitarian evacuations of Yemen as well as reintegration assistance in Djibouti and Somalia,72050,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE EVACUATION,554631.0,2015
Global Affairs Canada,International Organisation for Migration,40,International Organization for Migration,40,40,31-Mar-18,301,Canada,ODA Grants,March 2017 - This grant represents Canada's support to the International Organization for Migration (IOM) in the following countries: Afghanistan Bangladesh Nigeria South Sudan Sudan and Yemen. IOM provides humanitarian assistance to vulnerable populations including internally displaced persons (IDPs) refugees migrants and host communities. IOM provides assistance in multiple sectors including protection shelter emergency non-food items water sanitation and hygiene services livelihoods and camp coordination and management.With the support of Canada and other donors IOM is facilitating access to essential relief items and adequate living conditions for crisis-affected populations as well as vulnerable populations including IDPs refugees migrants returnees and host communities. Project activities include: (1) providing emergency shelter kits non-food items and multi-purpose cash; (2) coordinating camp management for internally displaced people in UN bases; (3) deploying mobile teams to remote locations where affected populations lack water sanitation and hygiene services; (4) providing emergency water sanitation and hygiene; (5) supporting humanitarian organizations by establishing lightweight camps in deep field locations and heavy base camps and national NGO support centres and providing common transport services of cargo for humanitarian organizations; (6) data collection including mapping of vulnerable populations at points of entry and at the district and community level for enhanced targeting and delivery of assistance; and (7) protection and gender mainstreaming across activities with provision for extremely vulnerable individuals including unaccompanied migrant children and single females./ ?venir,72010,Yemen,VIII.1. Emergency Response,EMERGENCY ASSISTANCE IN SPECIFIC COUNTRIES - INTERNATIONAL ORGANIZATION FOR MIGRATION 2017/ASSISTANCE D'URGENCE DANS DES PAYS SP?CIFIQUES- ORGANISATIO,577769.0,2017
Global Affairs Canada,International Organisation for Migration,40,International Organization for Migration,40,40,31-Mar-18,301,Canada,ODA Grants,March 2017 - This grant represents Canada's support to the International Organization for Migration (IOM) in the following countries: Afghanistan Bangladesh Nigeria South Sudan Sudan and Yemen. IOM provides humanitarian assistance to vulnerable populations including internally displaced persons (IDPs) refugees migrants and host communities. IOM provides assistance in multiple sectors including protection shelter emergency non-food items water sanitation and hygiene services livelihoods and camp coordination and management.With the support of Canada and other donors IOM is facilitating access to essential relief items and adequate living conditions for crisis-affected populations as well as vulnerable populations including IDPs refugees migrants returnees and host communities. Project activities include: (1) providing emergency shelter kits non-food items and multi-purpose cash; (2) coordinating camp management for internally displaced people in UN bases; (3) deploying mobile teams to remote locations where affected populations lack water sanitation and hygiene services; (4) providing emergency water sanitation and hygiene; (5) supporting humanitarian organizations by establishing lightweight camps in deep field locations and heavy base camps and national NGO support centres and providing common transport services of cargo for humanitarian organizations; (6) data collection including mapping of vulnerable populations at points of entry and at the district and community level for enhanced targeting and delivery of assistance; and (7) protection and gender mainstreaming across activities with provision for extremely vulnerable individuals including unaccompanied migrant children and single females./ ?venir,72050,Yemen,VIII.1. Emergency Response,EMERGENCY ASSISTANCE IN SPECIFIC COUNTRIES - INTERNATIONAL ORGANIZATION FOR MIGRATION 2017/ASSISTANCE D'URGENCE DANS DES PAYS SP?CIFIQUES- ORGANISATIO,192588.0,2017
